Vehicle Speed (Kmph),Vehicle Direction (Degrees),Vehicles Overtaken,Licence,Collision,Parking Accuracy,Signal Jumps,Drunk (mg),Driver Score
76.34,1,7,1,0,6,0,2,63
56.67,1,2,1,0,2,0,2,66
50.18,1,3,1,0,2,0,2,66
71.4,1,7,1,0,1,0,1,56
43.54,1,8,1,0,3,0,2,67
39.74,1,2,1,0,2,0,2,69
46.8,1,6,1,0,3,0,2,68
50.92,1,8,1,0,2,0,1,61
39.24,1,2,1,0,3,0,2,71
31.53,1,5,1,0,1,0,1,63
43.05,1,4,1,0,1,0,2,67
44.02,1,7,1,0,1,0,2,64
68.88,1,8,1,0,1,0,2,56
52.23,1,7,1,0,2,0,1,62
49.7,1,4,1,0,2,0,1,68
37.03,1,3,1,0,3,0,1,70
39.12,1,3,1,0,2,0,1,68
65.86,1,2,1,0,3,0,2,66
35.49,1,7,1,0,1,0,1,62
61.26,1,9,1,0,1,0,2,56
42.55,1,7,1,0,1,0,2,64
37.61,1,5,1,0,2,0,1,66
39.74,1,5,1,0,3,0,2,68
51.13,1,5,1,0,3,0,2,66
42.14,1,8,1,0,3,0,2,67
62.38,1,4,1,0,3,0,1,65
62.93,1,5,1,0,1,0,2,60
59.48,1,9,1,0,2,0,1,59
41.15,1,2,1,0,2,0,2,71
32.06,1,4,1,0,2,0,2,66
37.66,1,5,1,0,3,0,1,68
37.79,1,6,1,0,1,0,2,63
40.97,1,9,0,0,3,0,2,56
64.63,1,2,1,0,6,0,9,69
70.02,1,5,1,0,5,0,6,63
66.23,1,6,1,0,4,0,9,61
31.64,1,2,1,0,5,0,10,71
67.18,1,7,1,0,5,0,7,62
64.94,1,3,1,0,6,0,10,68
66.06,1,2,1,0,5,0,10,67
68.99,1,6,1,0,5,0,7,63
40.95,1,3,1,0,6,0,6,74
73,1,3,1,0,6,0,6,66
48.76,1,7,1,0,4,0,6,66
58.97,1,2,1,0,4,0,9,67
54.5,1,5,1,0,6,0,9,68
63.48,1,2,1,0,4,0,10,66
53.99,1,5,1,0,3,0,10,64
39.43,1,2,1,0,6,0,8,73
74.56,1,6,1,0,2,0,8,57
53.1,1,6,1,0,3,0,6,63
44.63,1,5,1,0,2,0,8,66
71.62,1,6,1,0,3,0,10,59
33.53,1,3,1,0,5,0,8,70
77.75,1,6,1,0,4,0,6,59
77.87,1,3,1,0,4,0,8,62
30.02,1,5,1,0,5,0,9,68
69.05,1,4,1,0,6,0,6,66
35.3,1,5,1,0,5,0,6,69
49.28,1,5,1,0,2,0,8,65
32.07,1,6,1,0,5,0,7,67
32.33,1,7,1,0,2,0,6,61
45.05,1,3,1,0,2,0,9,67
75.34,1,3,1,0,5,0,7,64
33.14,1,7,1,0,6,0,10,67
61.12,1,7,1,0,3,0,9,60
51.43,1,3,1,0,3,0,7,66
43.37,1,7,1,0,2,0,10,64
53.65,1,7,1,0,2,0,9,60
67.62,1,2,1,0,2,0,9,62
35.96,1,5,1,0,5,0,7,69
38.28,1,2,1,0,5,0,6,72
55.56,1,4,1,0,3,0,7,64
54.11,1,3,1,0,6,0,7,70
46.18,1,6,1,0,6,0,9,70
70.09,1,4,1,0,6,0,6,65
71.15,1,4,1,0,4,0,7,62
63.05,1,2,1,0,4,0,7,66
59.71,1,4,1,0,3,0,8,64
43.38,1,7,1,0,6,0,8,70
37.42,1,3,1,0,5,0,8,71
52.36,1,4,1,0,4,0,6,66
52.62,1,2,1,0,4,0,9,68
62.33,1,4,1,0,4,0,6,64
43.61,1,7,1,0,5,0,9,69
56.01,1,7,1,0,2,0,10,59
56.18,1,4,1,0,5,0,10,67
43.63,1,3,1,0,5,0,8,73
38.48,1,3,1,0,4,0,7,69
31.43,1,5,1,0,6,0,6,69
79.47,1,7,1,0,6,0,8,61
37.12,1,8,1,0,3,0,8,63
30.59,1,4,1,0,3,0,9,66
47.07,1,2,1,0,3,0,9,70
32.13,1,9,1,0,3,0,6,61
38.75,1,7,1,0,3,0,8,64
43.92,1,9,1,0,1,0,9,60
38.61,1,6,1,0,3,0,6,65
33.32,1,6,1,0,2,0,7,62
54.04,1,3,1,0,3,0,10,66
33.61,1,6,1,0,1,0,9,60
45.76,1,9,1,0,2,0,10,61
55.8,1,3,1,0,2,0,10,63
31.73,1,3,1,0,1,0,9,63
61.57,1,6,1,0,3,0,8,61
60.11,1,2,1,0,3,0,10,65
60.2,1,2,1,0,2,0,10,63
48.83,1,4,1,0,3,0,7,68
63.97,1,7,0,0,1,0,9,46
32.31,1,6,1,0,1,0,10,60
71.34,1,5,0,0,2,0,6,48
33.85,1,9,1,0,1,0,8,57
46.82,1,6,1,0,3,0,7,66
32.23,1,6,1,0,1,0,9,60
44.76,1,4,1,0,1,0,10,65
56.44,1,8,1,0,3,0,8,60
66.55,1,2,1,0,3,0,9,64
31.35,1,2,1,0,1,0,9,64
33.73,1,9,1,0,1,0,10,57
45.49,1,2,1,0,3,0,8,70
49.98,1,7,1,0,1,0,8,61
45.45,1,9,1,0,3,0,9,63
44.76,1,8,1,0,3,0,10,65
45.03,1,8,1,0,1,0,7,60
55.73,1,7,1,0,3,0,7,61
60.47,1,4,0,0,1,0,10,49
71.19,1,5,1,0,2,0,8,58
39.26,1,5,1,0,2,0,6,64
65.24,1,5,1,0,1,0,7,57
36.53,1,8,1,0,1,0,7,59
38.78,1,8,1,0,1,0,7,59
70.8,1,5,1,0,3,0,10,60
50.84,1,4,1,0,2,0,9,63
47.5,1,5,1,0,3,0,9,67
63.86,1,2,1,0,1,0,9,61
63.15,1,7,1,0,2,0,10,58
55.62,1,9,1,0,3,0,8,59
57.02,1,4,1,0,3,0,10,64
47.73,1,2,1,0,3,0,9,70
67.71,1,6,1,0,1,0,7,56
45.82,1,2,1,0,3,0,9,70
42.69,1,9,1,0,1,0,9,60
71.48,1,9,0,0,2,0,8,44
69.77,1,8,1,0,1,0,6,54
51.36,1,6,1,0,1,0,7,59
70.52,1,6,0,0,1,0,9,45
65.62,1,8,1,0,2,0,10,56
47.95,1,2,1,0,3,0,10,70
71.74,1,8,1,0,3,0,9,57
57.72,1,2,1,0,3,0,7,66
58.55,1,9,1,0,3,0,8,59
72.89,1,2,1,0,1,0,9,59
45.07,1,9,1,0,3,0,8,63
31.72,1,9,1,0,3,0,8,61
71.54,1,2,1,0,2,0,8,61
69.74,1,6,1,0,1,0,10,56
47.9,1,2,1,0,1,0,7,66
68.5,1,6,1,0,2,0,9,58
40.24,1,5,1,0,2,0,9,66
58.45,1,3,1,0,1,0,10,61
56.25,1,7,1,0,1,0,8,57
71.27,1,5,1,0,3,0,6,60
42.12,1,2,1,0,2,0,6,69
51.2,4,4,0,0,5,0,12,50
65.41,4,5,1,0,4,0,15,54
55.04,4,8,1,0,7,0,14,57
50.47,4,7,1,0,6,0,12,58
45.13,4,9,1,0,3,0,12,55
49.59,4,5,1,0,3,0,15,59
54.73,4,5,1,0,7,0,13,61
43.11,4,6,1,0,6,0,13,63
59.24,4,6,1,0,6,0,13,58
35.54,4,8,1,0,3,0,11,55
55.87,4,3,1,0,3,0,12,57
63.96,4,9,1,0,7,0,12,55
65.31,4,7,1,0,3,0,12,51
67.24,4,8,1,0,3,0,15,50
50.68,4,5,1,0,3,0,12,56
59.26,4,4,1,0,5,0,11,59
56.76,4,6,1,0,6,0,11,58
38.72,4,5,1,0,5,0,11,61
34.89,4,9,1,0,7,0,11,58
57.26,4,3,1,0,3,0,12,57
54.5,4,5,1,0,8,0,12,62
44.96,4,6,1,0,5,0,11,62
67.07,4,7,1,0,5,0,13,54
49.7,4,3,1,0,4,0,14,62
41.86,4,2,1,0,3,0,13,63
60.84,4,6,1,0,4,0,12,54
50.77,4,2,1,0,7,0,12,64
46.85,4,3,1,0,2,0,13,59
65.04,4,4,1,0,7,0,12,59
42.93,4,8,1,0,2,0,14,55
40.51,4,3,1,0,7,0,13,67
73.29,4,7,1,0,2,0,11,48
50.86,4,8,1,0,5,0,14,56
66.13,4,8,1,0,3,0,12,50
36.92,4,7,1,0,7,0,11,61
43.18,4,7,1,0,2,0,13,56
42.56,4,4,1,0,4,0,12,62
45.5,4,5,1,0,7,0,14,64
35.05,4,5,1,0,3,0,12,58
32.28,4,5,1,0,4,0,14,58
47.18,4,5,1,0,4,0,13,60
48.43,4,8,1,0,5,0,14,59
66.67,4,7,1,0,2,0,13,49
30.97,4,6,1,0,2,0,12,54
52.82,4,2,1,0,7,0,12,64
36.86,4,6,1,0,3,0,13,57
60.95,4,7,1,0,8,0,13,58
60.79,4,4,1,0,6,0,11,59
56.16,4,6,1,0,5,0,13,57
65,4,6,1,0,8,0,14,59
52.47,4,4,1,0,2,0,13,55
61.55,4,5,1,0,7,0,12,59
72.18,4,4,1,0,7,0,14,58
31.54,4,4,1,0,5,0,11,61
59.4,4,2,1,0,8,0,13,64
65.37,4,8,1,0,7,0,12,55
52.1,4,7,1,0,3,0,13,54
62.63,4,2,1,0,4,0,12,58
66.85,4,6,1,0,4,0,13,53
38.99,4,8,1,0,5,0,13,58
33.56,4,2,1,0,8,0,14,66
32.92,4,8,1,0,5,0,14,57
42.83,4,8,1,0,2,0,12,55
67.31,4,5,1,0,8,0,11,59
71.41,4,4,1,0,7,0,11,58
52.85,4,6,1,0,2,0,11,53
70.02,4,6,1,0,2,0,14,49
70.57,4,3,1,0,7,0,14,59
56.88,4,3,1,0,6,0,13,61
42.15,4,5,1,0,6,0,13,64
51.68,4,6,1,0,4,0,11,56
70.9,4,3,1,0,8,0,11,60
63.28,4,3,1,0,6,0,14,60
46.09,4,2,1,0,3,0,11,62
56.58,4,2,1,0,5,0,13,61
34.62,4,4,1,0,4,0,11,59
34.45,4,7,1,0,8,0,12,61
45.46,4,3,1,0,4,0,14,62
33.01,4,7,1,0,7,0,11,60
53.89,4,7,1,0,4,0,11,55
35.28,4,2,1,0,7,0,12,66
59.41,4,7,1,0,6,0,15,57
63.7,4,11,1,0,4,0,14,49
45.08,4,2,1,0,2,0,15,60
46.43,4,6,1,0,6,0,4,66
44.18,4,6,1,0,3,0,3,63
67.44,4,4,1,0,7,0,3,63
55.85,4,8,1,0,7,0,4,61
38.27,4,2,1,0,3,0,4,65
60.5,4,3,1,0,6,0,5,64
67.81,4,8,1,0,3,0,5,54
72.09,4,7,1,0,3,0,4,54
49.76,4,5,1,0,3,0,5,63
50.06,4,2,1,0,8,0,4,69
40.63,4,2,1,0,4,0,5,68
43.64,4,6,1,0,7,0,3,68
74.11,4,4,1,0,5,0,4,60
35.03,4,4,1,0,2,0,5,61
56.3,4,7,1,0,5,0,5,60
71.61,4,3,1,0,7,0,3,63
41.67,4,2,1,0,2,0,5,65
48.75,4,2,1,0,4,0,4,67
36.75,4,2,1,0,3,0,3,65
32.82,4,3,1,0,4,0,3,64
33.94,4,2,1,0,2,0,5,62
40.66,4,8,1,0,5,0,3,64
62.18,4,6,1,0,8,0,4,63
48.32,4,7,1,0,3,0,3,61
63.07,4,6,1,0,8,0,4,63
57.7,4,3,1,0,4,0,5,62
39.88,4,5,1,0,6,0,4,66
34.2,4,3,1,0,4,0,4,64
38.55,4,6,1,0,6,0,5,65
48.84,4,8,1,0,3,0,3,60
53.91,4,2,1,0,6,0,4,67
30.95,4,2,1,0,5,0,4,67
40.37,4,3,1,0,5,0,5,69
49.73,4,7,1,0,3,0,3,61
61.4,4,8,1,0,2,0,4,53
70,4,6,1,0,6,0,5,60
63.65,4,8,1,0,3,0,3,55
45.9,4,6,1,0,2,0,3,60
47.86,4,3,1,0,5,0,4,68
71.09,4,4,1,0,2,0,3,55
69.19,4,6,1,0,4,0,3,57
50.99,4,6,1,0,6,0,3,63
50.54,4,4,1,0,3,0,4,61
65.51,4,4,1,0,7,0,3,63
50.96,4,3,1,0,5,0,4,65
38.98,4,5,1,0,5,0,3,65
67.45,4,3,1,0,3,0,4,59
74.57,4,2,1,0,6,0,3,63
35.48,4,6,1,0,7,0,5,66
57.78,4,5,1,0,8,0,3,65
71.33,4,6,1,0,4,0,3,56
50.47,4,8,1,0,6,0,4,61
58.99,4,6,1,0,7,0,4,63
57.88,4,3,1,0,8,0,5,67
73.14,4,8,1,0,4,0,4,54
55.21,4,6,1,0,7,0,4,63
53.23,4,7,1,0,8,0,3,64
47.25,4,3,1,0,5,0,3,68
67.71,4,7,1,0,5,0,3,58
60.09,4,7,1,0,6,0,5,60
30.92,4,10,1,0,2,0,4,53
47.46,4,11,1,0,3,0,3,57
48.84,4,2,1,0,3,0,4,66
47.19,4,9,1,0,4,0,3,60
36.27,4,8,1,0,2,0,4,57
52.42,4,6,1,0,4,0,4,60
67.6,4,8,1,0,4,0,4,55
51.3,4,8,1,0,4,0,3,58
53.27,4,3,1,0,2,0,3,60
52.35,4,10,1,0,3,0,4,54
55.11,4,11,1,0,2,0,3,51
47.88,4,3,1,0,3,0,4,65
61.03,4,2,1,0,3,0,5,61
32.07,4,4,1,0,3,0,3,62
35.67,4,11,1,0,2,0,4,54
64.02,4,9,1,0,3,0,3,54
40.64,4,8,1,0,3,0,5,61
63.46,4,11,1,0,2,0,5,50
54.6,4,3,1,0,5,0,4,65
45.73,4,5,0,0,2,0,4,51
40.32,4,5,1,0,2,0,1,63
57.35,4,3,1,0,5,0,17,59
35.51,4,3,1,0,6,0,25,62
67.82,4,3,1,0,6,0,26,56
41.82,4,8,1,0,3,0,26,54
57.21,4,4,1,0,4,0,27,54
43.86,4,9,1,0,4,0,1,62
59.18,4,7,1,0,3,0,18,52
56.92,4,8,1,0,7,0,1,62
49.1,4,5,1,0,7,0,29,61
39.46,4,5,1,0,5,0,18,60
34.32,4,3,1,0,6,0,27,60
37.29,4,4,1,0,3,0,2,64
47.27,4,5,1,0,4,0,19,59
62.46,4,6,1,0,3,0,1,58
43.73,4,2,1,0,5,0,1,71
63.51,4,7,1,0,6,0,29,53
59.56,4,9,1,0,3,0,17,50
43.95,4,4,1,0,5,0,17,63
53.53,4,2,1,0,5,0,26,59
58.87,4,4,1,0,6,0,19,59
65.11,4,5,1,0,3,0,23,51
32.83,4,9,1,0,7,0,26,55
58.63,4,6,1,0,5,0,25,55
44.9,4,6,1,0,4,0,21,58
64.9,4,8,1,0,5,0,17,53
46.27,4,7,1,0,7,0,16,61
56.68,4,3,1,0,7,0,16,61
68.87,4,8,1,0,4,0,27,48
48.19,4,6,1,0,6,0,16,61
38.23,4,9,1,0,4,0,26,52
65.99,4,3,1,0,7,0,1,65
41.4,4,2,1,0,4,0,22,62
56.3,4,2,1,0,5,0,20,60
46,4,3,1,0,4,0,19,61
42.97,4,5,1,0,6,0,22,62
55.25,4,6,1,0,5,0,28,54
68.97,4,5,1,0,7,0,17,57
47.45,4,5,1,0,6,0,29,60
54.54,4,8,1,0,5,0,19,55
40.34,4,9,1,0,6,0,21,58
62.78,4,3,1,0,6,0,18,59
51.28,4,4,1,0,4,0,21,56
52.27,4,4,1,0,3,0,20,56
44.4,4,3,1,0,7,0,18,66
59.37,4,8,1,0,6,0,2,61
34.37,4,2,1,0,3,0,17,59
32.24,4,8,1,0,6,0,19,57
40.55,4,5,1,0,3,0,18,59
60.54,4,6,0,0,4,0,2,49
70.04,4,3,1,0,5,0,2,62
37.55,4,7,1,0,6,0,2,65
63.31,4,4,1,0,5,0,2,63
30.31,4,3,1,0,8,0,2,70
57.57,4,3,1,0,3,0,2,62
35.42,4,2,1,0,6,0,2,70
36.52,4,8,1,0,7,0,1,65
30.67,4,7,1,0,5,0,2,63
43.85,4,3,1,0,5,0,2,70
74.78,4,6,1,0,6,0,1,60
65.01,4,5,1,0,7,0,2,63
48.31,4,4,1,0,5,0,2,68
49.36,4,5,1,0,3,0,2,64
31.11,4,6,1,0,4,0,1,62
34.46,4,5,1,0,5,0,1,65
45.04,4,6,1,0,7,0,1,68
39.08,4,2,1,0,4,0,2,67
48.38,4,2,1,0,8,0,1,73
47.62,4,4,1,0,2,0,2,63
54.88,4,3,1,0,2,0,2,61
39.94,4,6,1,0,3,0,2,62
69.44,4,5,1,0,5,0,1,61
43.71,4,2,1,0,4,0,1,69
39.14,4,4,1,0,8,0,1,70
33.08,4,5,1,0,5,0,1,65
39.55,4,5,1,0,6,0,1,67
54.64,4,2,1,0,6,0,2,68
33.55,4,5,1,0,8,0,1,68
37.93,4,3,1,0,5,0,1,68
52.85,4,7,1,0,4,0,1,60
48.4,4,5,1,0,4,0,1,65
51.48,4,9,1,0,2,0,2,55
42.31,4,9,1,0,2,0,2,59
39.14,4,6,1,0,3,0,1,62
48.7,4,5,1,0,4,0,2,65
62.91,4,10,1,0,3,0,2,53
61.86,4,4,1,0,4,0,2,61
52.31,4,8,1,0,4,0,2,59
53.28,4,6,1,0,3,0,24,53
48.12,4,3,1,0,3,0,20,60
32.26,4,9,1,0,5,0,19,55
47.93,4,2,1,0,6,0,25,64
67.19,4,7,1,0,4,0,16,51
46.13,4,4,1,0,3,0,21,58
42,4,9,1,0,3,0,20,55
51.91,4,9,1,0,5,0,20,54
39.77,4,3,1,0,7,0,6,68
37.08,4,7,1,0,7,0,10,64
58.6,4,8,1,0,7,0,6,60
41.26,4,7,1,0,4,0,8,62
37.82,4,4,1,0,3,0,8,62
53.3,4,6,1,0,5,0,6,61
69.39,4,4,1,0,5,0,6,60
48.82,4,5,1,0,4,0,9,63
42.31,4,6,1,0,6,0,8,66
35.55,4,5,1,0,6,0,10,65
35.37,4,7,1,0,3,0,9,59
35.86,4,2,1,0,5,0,10,67
43.23,4,2,1,0,6,0,6,70
32.59,4,6,1,0,5,0,9,62
65.45,4,6,1,0,7,0,10,60
50.15,4,8,1,0,3,0,6,56
47.12,4,6,1,0,3,0,6,61
57.82,4,2,1,0,7,0,10,66
53.98,4,4,1,0,7,0,8,65
72.17,4,6,1,0,4,0,8,55
71.62,4,8,1,0,6,0,8,56
51.73,4,2,1,0,2,0,8,60
50.93,4,6,1,0,7,0,9,63
71.84,4,4,1,0,5,0,7,59
38.08,4,6,1,0,6,0,6,64
31.57,4,4,1,0,6,0,8,65
47.49,4,5,1,0,4,0,7,63
37.58,4,3,1,0,8,0,7,69
69.28,4,8,1,0,4,0,7,54
56.92,4,2,1,0,5,0,9,64
31.31,4,7,1,0,4,0,9,59
50.13,4,5,1,0,7,0,9,64
59.01,4,4,1,0,7,0,7,64
54.19,4,6,1,0,5,0,9,61
41.9,4,6,1,0,7,0,8,67
59.71,4,3,1,0,3,0,10,60
70.38,4,8,0,0,4,0,10,43
52.48,4,6,1,0,4,0,10,59
34.34,4,2,1,0,5,0,7,66
33.24,4,4,1,0,4,0,8,62
65.23,4,8,1,0,3,0,9,53
47.07,4,5,1,0,4,0,8,63
60.06,4,8,1,0,2,0,10,52
60.69,4,6,1,0,2,0,7,54
60.65,4,7,1,0,5,0,9,58
36.81,4,7,1,0,8,0,10,65
49.94,4,4,1,0,8,0,8,69
65.44,4,3,1,0,2,0,9,56
64.91,4,6,1,0,5,0,10,59
47.03,4,8,1,0,8,0,10,65
43.2,4,8,0,0,3,0,9,50
39.12,4,8,0,0,2,0,7,46
35.59,4,7,0,0,6,0,8,53
63.25,4,3,1,0,7,0,9,64
74.51,4,5,1,0,5,0,9,58
70.48,4,3,1,0,4,0,10,58
48.05,4,5,1,0,3,0,7,62
67.03,4,6,1,0,3,0,10,55
42.62,4,7,1,0,6,0,8,65
33.18,4,7,1,0,3,0,9,58
46.84,4,7,1,0,6,0,10,64
43.41,4,3,1,0,7,0,7,70
64.9,4,3,1,0,4,0,9,60
73.6,4,8,1,0,2,0,9,50
64.89,4,4,1,0,8,0,6,64
36.02,4,2,1,0,6,0,10,68
61.42,4,8,1,0,6,0,7,58
67.73,4,4,1,0,5,0,6,60
54.08,4,6,1,0,7,0,10,63
51.36,4,6,1,0,3,0,9,58
49.53,4,2,1,0,2,0,6,63
64.49,4,7,1,0,6,0,10,59
36.62,4,8,1,0,4,0,10,59
74.68,4,5,1,0,6,0,8,59
39.89,4,7,1,0,3,0,8,59
68.99,4,2,1,0,4,0,6,60
59.77,4,2,1,0,7,0,10,66
38.53,4,4,1,0,2,0,9,60
44.38,4,8,1,0,7,0,6,65
68,4,6,1,0,2,0,8,53
61.12,4,6,1,0,8,0,9,62
35.22,4,7,1,0,3,0,9,59
30.88,4,7,1,0,8,0,10,64
33.21,4,2,1,0,3,0,8,63
34.25,4,6,1,0,3,0,6,59
70.32,4,8,1,0,7,0,9,57
34.1,4,4,1,0,8,0,6,67
59.06,4,5,1,0,5,0,10,61
48.29,4,7,1,0,8,0,8,66
64.07,4,4,1,0,3,0,8,58
50.05,4,7,1,0,2,0,6,55
63.97,4,2,1,0,6,0,7,64
44.68,4,3,1,0,7,0,10,70
59.79,4,8,1,0,8,0,9,61
30.5,4,6,1,0,3,0,6,59
41.82,4,4,1,0,4,0,6,65
51.82,4,2,1,0,6,0,7,66
45.08,4,6,1,0,5,0,8,64
55.65,4,3,1,0,2,0,7,58
66.73,4,11,0,0,3,0,8,40
64.06,4,3,1,0,3,0,6,59
70.3,4,11,1,0,2,0,7,47
47.68,4,2,1,0,4,0,7,66
54.31,4,3,1,0,2,0,7,59
38.81,4,2,1,0,2,0,7,62
55.69,4,11,1,0,4,0,9,53
68.01,4,8,1,0,3,0,7,53
59.26,4,3,1,0,3,0,8,60
36.74,4,10,1,0,4,0,9,56
35.79,4,3,1,0,2,0,9,61
49.71,4,2,1,0,3,0,7,65
35.88,4,5,1,0,2,0,7,59
37.18,4,7,1,0,4,0,8,60
51.18,4,4,1,0,2,0,9,58
31.05,4,3,1,0,3,0,9,62
41.22,4,7,1,0,3,0,9,61
64.08,4,9,1,0,4,0,9,54
49.16,4,4,1,0,3,0,7,63
35.1,4,9,1,0,4,0,8,58
48.28,4,9,1,0,4,0,9,59
32.12,4,7,1,0,2,0,8,56
58.99,4,2,1,0,3,0,6,61
55.33,4,3,1,0,2,0,7,58
53.43,4,8,1,0,3,0,7,56
69.34,4,11,1,0,4,0,9,51
46.07,4,10,1,0,3,0,9,56
56.21,4,11,1,0,6,0,10,56
31.69,4,7,1,0,4,0,7,59
59.64,4,7,1,0,6,0,10,60
68.61,4,5,1,0,4,0,6,57
60.01,4,6,1,0,3,0,10,56
30.73,3,9,1,0,5,0,3,62
39.22,3,3,1,0,3,0,4,66
63.37,3,6,1,0,3,0,3,59
50.01,3,7,1,0,5,0,4,63
47.41,3,7,1,0,6,0,3,67
32.15,3,6,1,0,2,0,3,60
40.28,3,6,1,0,5,0,4,68
75.89,3,3,1,0,5,0,3,62
58.24,3,3,1,0,3,0,3,63
72.03,3,6,1,0,6,0,4,61
43.07,3,3,1,0,5,0,4,71
78.6,3,5,1,0,2,0,3,55
63.71,3,3,1,0,4,0,4,63
38.72,3,3,1,0,5,0,4,69
71.34,3,6,1,0,3,0,4,57
79.01,3,7,1,0,4,0,4,56
35.34,3,3,1,0,2,0,4,64
59.03,3,4,1,0,3,0,3,62
65.68,3,4,1,0,4,0,3,61
56,3,6,1,0,2,0,4,58
54.39,3,5,1,0,5,0,3,65
64.43,3,3,1,0,4,0,4,63
51.97,3,3,1,0,2,0,3,62
47.93,3,4,0,0,5,0,4,59
58.21,3,5,1,0,3,0,3,61
41.2,3,8,1,0,7,0,4,68
73.39,3,4,1,0,8,0,3,65
35.37,3,4,0,0,6,0,3,59
59.81,3,2,1,0,8,0,3,70
39.42,3,2,1,0,4,0,4,68
71.68,3,2,1,0,3,0,4,61
32.01,3,7,1,0,8,0,3,67
45.67,3,8,0,0,5,0,3,55
65.17,3,8,1,0,8,0,3,62
72.11,3,4,1,0,7,0,3,64
59.61,3,7,1,0,4,0,3,60
40.57,3,5,1,0,3,0,3,66
32.64,3,8,1,0,7,0,3,65
32.42,3,2,1,0,7,0,4,71
63.74,3,2,1,0,3,0,3,63
52.16,3,2,1,0,2,0,3,63
43.61,3,6,1,0,2,0,4,63
39.84,3,4,1,0,4,0,3,66
49.84,3,3,1,0,6,0,4,71
59.84,3,5,1,0,2,0,4,59
32.58,3,8,1,0,6,0,3,64
51.94,3,8,1,0,4,0,3,60
45.39,3,7,1,0,2,0,3,61
31.75,3,5,1,0,2,0,4,61
57.93,3,9,1,0,3,0,3,57
72.33,3,4,1,0,2,0,3,57
66.45,3,8,1,0,3,0,4,56
43.35,3,8,1,0,2,0,4,61
41.58,3,7,0,0,3,0,4,54
71.63,3,7,1,0,3,0,4,56
70.55,3,6,1,0,1,0,4,53
67.55,3,3,1,0,3,0,3,61
53.4,3,2,1,0,2,0,3,63
63.74,3,5,1,0,3,0,4,60
67.83,3,7,1,0,3,0,4,57
53.8,3,7,1,0,1,0,3,56
36.27,3,9,1,0,1,0,4,56
59.87,3,3,1,0,3,0,4,63
51.07,3,7,1,0,1,0,3,56
34.08,3,8,1,0,2,0,3,58
42.73,3,2,1,0,1,0,4,65
65.67,3,5,1,0,1,0,4,55
49.57,3,3,1,0,1,0,4,63
44.48,3,9,1,0,2,0,4,60
47.26,3,6,1,0,1,0,4,60
32.68,3,8,1,0,3,0,3,60
30.24,3,9,1,0,3,0,4,59
45.49,3,8,1,0,1,0,3,58
65.35,3,2,1,0,2,0,3,60
62.41,3,8,1,0,1,0,4,53
31.22,3,9,1,0,3,0,3,59
50.99,3,6,1,0,3,0,3,61
55.15,3,3,1,0,1,0,4,59
67.73,3,10,1,0,3,0,3,53
47.15,3,4,1,0,3,0,3,66
63.62,3,11,1,0,4,0,3,55
43.99,3,8,1,0,3,0,3,63
43.31,3,5,1,0,3,0,3,66
64.18,3,6,1,0,4,0,3,60
62.09,3,4,1,0,2,0,3,59
63.45,3,8,1,0,2,0,3,55
46.97,3,4,1,0,4,0,4,67
56.51,3,9,1,0,3,0,3,57
52.3,3,5,1,0,2,0,3,60
61.76,3,8,1,0,4,0,3,58
52.06,3,8,1,0,5,0,4,62
69.9,3,9,1,0,3,0,5,55
61.38,3,5,1,0,6,0,5,64
44.64,3,3,1,0,3,0,5,68
52.5,3,2,1,0,4,0,5,66
46.3,3,3,1,0,2,0,5,65
37.89,3,5,1,0,5,0,5,67
33.78,3,2,1,0,3,0,5,66
64.16,3,4,1,0,2,0,5,59
32.03,3,7,1,0,6,0,5,65
32.16,3,3,1,0,4,0,5,66
54.38,3,7,1,0,5,0,5,63
55.68,3,7,0,0,6,0,5,53
47.95,3,8,1,0,7,0,5,67
35.12,3,5,1,0,6,0,5,68
59.04,3,4,0,0,8,0,5,58
59.53,3,4,1,0,8,0,5,68
69.45,3,7,1,0,8,0,5,63
62.37,3,3,1,0,3,0,5,62
51.17,3,6,1,0,2,0,5,59
54.17,3,4,0,0,4,0,5,54
53.63,3,5,1,0,3,0,5,62
56.37,3,4,1,0,3,0,5,62
42.49,3,2,1,0,7,0,5,74
55.15,3,6,1,0,5,0,5,63
53.23,3,8,1,0,3,0,5,59
70.26,3,4,1,0,6,0,5,63
54.1,3,8,1,0,8,0,5,65
60.31,3,2,1,0,3,0,5,63
49.44,3,4,1,0,5,0,5,69
70.52,3,5,1,0,8,0,5,64
31.12,3,8,1,0,8,0,5,66
36.38,3,5,1,0,8,0,5,70
66.42,3,8,1,0,8,0,5,62
30.59,3,6,1,0,6,0,5,66
51.84,3,5,1,0,7,0,5,67
44.98,3,4,1,0,2,0,5,65
34.99,3,6,1,0,1,0,5,58
55.16,3,9,1,0,2,0,5,55
71.68,3,7,1,0,2,0,5,54
60.19,3,6,1,0,3,0,5,59
68.32,3,8,1,0,3,0,5,56
40.79,3,4,1,0,3,0,5,67
40.77,3,5,1,0,2,0,5,64
52.61,3,9,1,0,3,0,5,58
71.35,3,4,1,0,3,0,5,59
58.74,3,5,1,0,3,0,5,61
43.65,3,4,1,0,2,0,5,65
54.92,3,3,1,0,1,0,5,60
36.98,3,3,1,0,3,0,5,66
43.26,3,2,1,0,3,0,5,69
49.38,3,8,1,0,1,0,5,58
